event_id,transaction_id,user_id,timestamp,step
"a58c93f7-5863-4524-89f8-59a9a97b953c","f9df9bdd-ebb8-499e-a2fd-cd91122fe71b","687cc0b3-b049-4313-ab78-65b7bcae9297","2026-05-25T01:56:41.673Z","Transaction_Initiated"
"951d3c16-c428-4d2f-8d3f-83cbc897e463","f9df9bdd-ebb8-499e-a2fd-cd91122fe71b","687cc0b3-b049-4313-ab78-65b7bcae9297","2026-05-25T01:56:45.234Z","Payment_Method_Selected"
"11849cc8-d232-4d87-b3d6-3d93825df6a0","f9df9bdd-ebb8-499e-a2fd-cd91122fe71b","687cc0b3-b049-4313-ab78-65b7bcae9297","2026-05-25T01:57:05.279Z","PIN_Entered"
"d19d35e7-d864-401d-ae57-6f16c743f9f6","f9df9bdd-ebb8-499e-a2fd-cd91122fe71b","687cc0b3-b049-4313-ab78-65b7bcae9297","2026-05-25T01:57:10.957Z","Transaction_Success",
"632f28b2-37f5-4761-88e8-e63f8a69d52d","fc4bb071-4839-4fa8-b904-f28bde23dc1c","ae11dad6-5f14-4fda-bf4b-8e33798be995","2026-05-25T09:38:26.241Z","Transaction_Initiated"
"6ce7e5dc-8e63-4c53-b815-4cc7c8de9727","fc4bb071-4839-4fa8-b904-f28bde23dc1c","ae11dad6-5f14-4fda-bf4b-8e33798be995","2026-05-25T09:38:39.296Z","Payment_Method_Selected"
"ce3f3712-00d9-455d-9ecf-be6bd5d56f04","fc4bb071-4839-4fa8-b904-f28bde23dc1c","ae11dad6-5f14-4fda-bf4b-8e33798be995","2026-05-25T09:38:44.445Z","PIN_Entered"
"bfd50d48-7a56-46c2-94c5-bc237f384983","fc4bb071-4839-4fa8-b904-f28bde23dc1c","ae11dad6-5f14-4fda-bf4b-8e33798be995","2026-05-25T09:38:56.084Z","Transaction_Success",
"a01ea120-2805-4e48-9d3d-5edb3c36272a","3e9b4607-5014-442f-a3dc-f29fd75db9fa","a5c3f7e5-7b23-4930-aeb6-6f45a45bcf89","2026-05-25T01:51:33.016Z","Transaction_Initiated"
"72134172-6a1e-4a22-b401-b6722c6c5aa5","3e9b4607-5014-442f-a3dc-f29fd75db9fa","a5c3f7e5-7b23-4930-aeb6-6f45a45bcf89","2026-05-25T01:51:47.127Z","Payment_Method_Selected"
"1f98d09e-9f05-44b3-9367-f5a025a35f8f","3e9b4607-5014-442f-a3dc-f29fd75db9fa","a5c3f7e5-7b23-4930-aeb6-6f45a45bcf89","2026-05-25T01:51:59.345Z","PIN_Entered"
"b63aa129-7db7-4f7d-9c8e-3544eef1f9fd","3e9b4607-5014-442f-a3dc-f29fd75db9fa","a5c3f7e5-7b23-4930-aeb6-6f45a45bcf89","2026-05-25T01:52:11.333Z","Transaction_Success",
"94ed4bbd-bd0a-4557-9463-1252140b09ac","9af3c8a1-cce7-4221-a757-d920d9031f17","3d9570fc-f645-4084-bf1d-c8ff83831ca3","2026-05-25T08:08:54.247Z","Transaction_Initiated"
"df5003f3-3be1-4d41-93ee-9506a809c72c","9af3c8a1-cce7-4221-a757-d920d9031f17","3d9570fc-f645-4084-bf1d-c8ff83831ca3","2026-05-25T08:09:08.907Z","Payment_Method_Selected"
"29262656-53dc-47b6-99f9-6a5d868041fc","9af3c8a1-cce7-4221-a757-d920d9031f17","3d9570fc-f645-4084-bf1d-c8ff83831ca3","2026-05-25T08:09:21.006Z","PIN_Entered"
"4487f51e-3d00-41ba-8d0b-c500315f7536","9af3c8a1-cce7-4221-a757-d920d9031f17","3d9570fc-f645-4084-bf1d-c8ff83831ca3","2026-05-25T08:09:24.988Z","Transaction_Success",
"c9353459-a760-41aa-b29c-01bfe75477e5","70be9089-f711-442a-8799-4e89d2758b9c","dc882484-a1eb-42fc-bda5-0000c5deeb2d","2026-05-24T22:50:20.873Z","Transaction_Initiated"
"a94b9c1d-ac4d-4ca9-8185-b940ed1eab3a","70be9089-f711-442a-8799-4e89d2758b9c","dc882484-a1eb-42fc-bda5-0000c5deeb2d","2026-05-24T22:50:35.302Z","Payment_Method_Selected"
"ff1e2cd3-a740-4a52-9a9a-d4d1fb380cde","3c3501cc-033d-4f5f-892b-02b75bbbb0e1","0eda73de-8967-4101-a1b8-0c5f6e001c79","2026-05-25T12:11:05.860Z","Transaction_Initiated"
"dbf0265c-c617-45c4-b13b-d7477f68bbe2","3c3501cc-033d-4f5f-892b-02b75bbbb0e1","0eda73de-8967-4101-a1b8-0c5f6e001c79","2026-05-25T12:11:09.229Z","Payment_Method_Selected"
"c8b09ab8-4563-43c1-ad9a-484518fef770","3c3501cc-033d-4f5f-892b-02b75bbbb0e1","0eda73de-8967-4101-a1b8-0c5f6e001c79","2026-05-25T12:11:26.430Z","PIN_Entered"
"c6952960-0240-4498-ba18-2401e137462b","3c3501cc-033d-4f5f-892b-02b75bbbb0e1","0eda73de-8967-4101-a1b8-0c5f6e001c79","2026-05-25T12:11:36.923Z","Transaction_Failed","System_Timeout"
"69c38ac9-26e5-447b-8ae8-82d675076acb","12c67ef8-43ea-43d4-9bb6-6af7c54e9614","72255d16-e0c0-4b47-8c92-330dee4f6c24","2026-05-25T05:06:17.558Z","Transaction_Initiated"
"787a9bea-86d6-4be2-90ba-4af8a239ce23","12c67ef8-43ea-43d4-9bb6-6af7c54e9614","72255d16-e0c0-4b47-8c92-330dee4f6c24","2026-05-25T05:06:21.703Z","Payment_Method_Selected"
"c550c3cc-e7ce-456c-bc24-de884331e45a","12c67ef8-43ea-43d4-9bb6-6af7c54e9614","72255d16-e0c0-4b47-8c92-330dee4f6c24","2026-05-25T05:06:46.942Z","PIN_Entered"
"beee9125-d976-48af-ab72-7cadcb6c8132","12c67ef8-43ea-43d4-9bb6-6af7c54e9614","72255d16-e0c0-4b47-8c92-330dee4f6c24","2026-05-25T05:06:51.806Z","Transaction_Success",
